listing_id,alert_rank,brand,model,year_of_manufacture,engine_cc,transmission,fuel_type,mileage_km,town,listing_date,condition,price,price_median,expected_price_low,expected_price_high,price_deviation_percentage,price_anomaly_direction,price_alert_reason,price_group_count,price_reference_quality,duplicate_record_count,duplicate_record_flag,review_priority,review_label,review_reason,review_confidence,review_notes
listing_02712,66,NISSAN,FB14,1997,2000.0,AUTOMATIC,DIESEL,308000.0,COLOMBO,2025-02-03,USED,33.84375,27.155263157894737,25.6,28.25,24.630535904641924,above_expected_range,above_expected_range; deviation_from_group_median=24.6%,21,high,1,False,medium,probably_anomaly,Price is 24.6% above the comparable-group median,medium,"Price 33.84375 vs median 27.155263157894737 (+24.6%), reference group n=21 (high quality)."
listing_02193,67,MITSUBISHI,LANCER BOX,1982,1410.0,MANUAL,PETROL,473000.0,DANKOTUWA,2025-01-17,USED,7.5,9.925,9.4125,10.610714285714288,-24.43324937027708,below_expected_range,below_expected_range; deviation_from_group_median=-24.4%,8,medium,1,False,medium,probably_anomaly,Price is 24.4% below the comparable-group median,medium,"Price 7.5 vs median 9.925 (-24.4%), reference group n=8 (medium quality)."
listing_00173,68,CHERY,QQ,2006,800.0,MANUAL,PETROL,209000.0,KANDY,2025-01-31,USED,8.575000000000001,11.3,11.15,12.25,-24.115044247787605,below_expected_range,below_expected_range; deviation_from_group_median=-24.1%,11,high,1,False,medium,probably_anomaly,Price is 24.1% below the comparable-group median,medium,"Price 8.575000000000001 vs median 11.3 (-24.1%), reference group n=11 (high quality)."
listing_09075,69,TOYOTA,VIOS,2003,1499.0,AUTOMATIC,PETROL,242000.0,VEYANGODA,2025-01-30,USED,35.75,47.0,45.0,48.45,-23.93617021276596,below_expected_range,below_expected_range; deviation_from_group_median=-23.9%,17,high,2,True,medium,probably_anomaly,Price is 23.9% below the comparable-group median,medium,"Price 35.75 vs median 47.0 (-23.9%), reference group n=17 (high quality). This listing value repeats across 2 records; repeats were retained and not treated as separate independent evidence."
listing_09067,70,TOYOTA,VIOS,2003,1490.0,AUTOMATIC,PETROL,242000.0,GAMPAHA,2025-02-03,USED,35.75,47.0,45.0,48.45,-23.93617021276596,below_expected_range,below_expected_range; deviation_from_group_median=-23.9%,17,high,2,True,medium,probably_anomaly,Price is 23.9% below the comparable-group median,medium,"Price 35.75 vs median 47.0 (-23.9%), reference group n=17 (high quality). This listing value repeats across 2 records; repeats were retained and not treated as separate independent evidence."
listing_02433,71,NISSAN,B11,1983,1300.0,MANUAL,PETROL,462000.0,MAHIYANGANAYA,2025-01-15,USED,5.5,7.21,6.8125,7.4225,-23.71705963938974,below_expected_range,below_expected_range; deviation_from_group_median=-23.7%,10,high,1,False,medium,probably_anomaly,Price is 23.7% below the comparable-group median,medium,"Price 5.5 vs median 7.21 (-23.7%), reference group n=10 (high quality)."
listing_01138,72,HYUNDAI,ACCENT,2000,1490.0,MANUAL,PETROL,275000.0,PADUKKA,2025-01-18,USED,17.549999999999997,23.0,21.9,23.95,-23.695652173913057,below_expected_range,below_expected_range; deviation_from_group_median=-23.7%,13,high,1,False,medium,probably_anomaly,Price is 23.7% below the comparable-group median,medium,"Price 17.549999999999997 vs median 23.0 (-23.7%), reference group n=13 (high quality)."
listing_02738,73,NISSAN,FB14,1995,1500.0,MANUAL,PETROL,330000.0,KURUNEGALA,2025-01-28,USED,25.0,20.25,19.5,21.6875,23.456790123456788,above_expected_range,above_expected_range; deviation_from_group_median=23.5%,8,medium,1,False,medium,probably_anomaly,Price is 23.5% above the comparable-group median,medium,"Price 25.0 vs median 20.25 (+23.5%), reference group n=8 (medium quality)."
listing_02999,74,NISSAN,HB12,1989,1500.0,MANUAL,PETROL,396000.0,MATALE,2024-12-08,USED,13.45,11.0,10.85,11.5375,22.272727272727263,above_expected_range,above_expected_range; deviation_from_group_median=22.3%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 13.45 vs median 11.0 (+22.3%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_05512,75,SUZUKI,SWIFT,2008,1200.0,MANUAL,PETROL,187000.0,GAMPAHA,2025-01-11,USED,38.5,49.5,48.27,52.0,-22.22222222222222,below_expected_range,below_expected_range; deviation_from_group_median=-22.2%,19,high,1,False,medium,probably_anomaly,Price is 22.2% below the comparable-group median,medium,"Price 38.5 vs median 49.5 (-22.2%), reference group n=19 (high quality)."
listing_07907,76,TOYOTA,COROLLA 121,2005,1500.0,AUTOMATIC,PETROL,220000.0,ANURADAPURA,2024-12-09,USED,71.63392857142856,58.625,56.5,61.105357142857144,22.190070057873868,above_expected_range,above_expected_range; deviation_from_group_median=22.2%,8,medium,1,False,medium,probably_anomaly,Price is 22.2% above the comparable-group median,medium,"Price 71.63392857142856 vs median 58.625 (+22.2%), reference group n=8 (medium quality)."
listing_03344,77,NISSAN,PULSAR,1999,1490.0,AUTOMATIC,PETROL,286000.0,KALUTARA,2025-01-31,USED,35.7,29.25,28.75,29.85,22.05128205128206,above_expected_range,above_expected_range; deviation_from_group_median=22.1%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 35.7 vs median 29.25 (+22.1%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_07824,78,TOYOTA,COROLLA 110,1997,1490.0,AUTOMATIC,PETROL,308000.0,HOMAGAMA,2025-01-31,USED,41.75,34.35,33.55,35.375,21.54294032023289,above_expected_range,above_expected_range; deviation_from_group_median=21.5%,6,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 41.75 vs median 34.35 (+21.5%), reference group n=6 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_02978,79,NISSAN,HB11,1984,1500.0,MANUAL,PETROL,451000.0,KURUNEGALA,2025-01-03,USED,6.1,7.77,7.51,8.15,-21.492921492921493,below_expected_range,below_expected_range; deviation_from_group_median=-21.5%,6,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 6.1 vs median 7.77 (-21.5%), reference group n=6 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_05440,80,SUZUKI,SPACIA CUSTOM Z,2017,718.0,AUTOMATIC,PETROL,88000.0,COLOMBO,2025-01-07,USED,49.16666666666667,62.43333333333334,61.96666666666667,68.92500000000001,-21.24933262146289,below_expected_range,below_expected_range; deviation_from_group_median=-21.2%,10,high,1,False,medium,probably_anomaly,Price is 21.2% below the comparable-group median,medium,"Price 49.16666666666667 vs median 62.43333333333334 (-21.2%), reference group n=10 (high quality)."
listing_02598,81,NISSAN,DAYZ,2015,650.0,AUTOMATIC,PETROL,110000.0,COLOMBO,2024-12-29,USED,71.95833333333334,59.35,58.1875,62.05,21.244032575119363,above_expected_range,above_expected_range; deviation_from_group_median=21.2%,6,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 71.95833333333334 vs median 59.35 (+21.2%), reference group n=6 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_05608,82,SUZUKI,SWIFT,2008,1300.0,AUTOMATIC,PETROL,187000.0,BADULLA,2024-12-06,USED,59.9,49.5,48.27,52.0,21.010101010101007,above_expected_range,above_expected_range; deviation_from_group_median=21.0%,19,high,1,False,medium,probably_anomaly,Price is 21.0% above the comparable-group median,medium,"Price 59.9 vs median 49.5 (+21.0%), reference group n=19 (high quality)."
listing_01131,83,HYUNDAI,ACCENT,2000,1495.0,AUTOMATIC,PETROL,275000.0,HOMAGAMA,2025-01-31,USED,27.75,23.0,21.9,23.95,20.652173913043477,above_expected_range,above_expected_range; deviation_from_group_median=20.7%,13,high,1,False,medium,probably_anomaly,Price is 20.7% above the comparable-group median,medium,"Price 27.75 vs median 23.0 (+20.7%), reference group n=13 (high quality)."
listing_07801,84,TOYOTA,COROLLA,1996,1300.0,AUTOMATIC,PETROL,319000.0,EMBILIPITIYA,2024-12-23,USED,23.5,29.6,28.9,31.0,-20.608108108108112,below_expected_range,below_expected_range; deviation_from_group_median=-20.6%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 23.5 vs median 29.6 (-20.6%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_03098,85,NISSAN,MARCH,2002,1740.0,AUTOMATIC,PETROL,253000.0,MINUWANGODA,2024-12-24,USED,35.35,29.35714285714286,28.375,29.5625,20.41362530413624,above_expected_range,above_expected_range; deviation_from_group_median=20.4%,8,medium,1,False,medium,probably_anomaly,Price is 20.4% above the comparable-group median,medium,"Price 35.35 vs median 29.35714285714286 (+20.4%), reference group n=8 (medium quality)."
listing_02447,86,NISSAN,B11,1983,1500.0,MANUAL,PETROL,462000.0,BORALESGAMUWA,2024-12-21,USED,5.75,7.21,6.8125,7.4225,-20.249653259361995,below_expected_range,below_expected_range; deviation_from_group_median=-20.2%,10,high,1,False,medium,probably_anomaly,Price is 20.2% below the comparable-group median,medium,"Price 5.75 vs median 7.21 (-20.2%), reference group n=10 (high quality)."
listing_01219,87,HYUNDAI,EON,2016,800.0,MANUAL,PETROL,99000.0,DOMPE,2025-01-28,USED,27.30357142857144,34.03571428571429,33.121428571428574,36.0,-19.779643231899243,below_expected_range,below_expected_range; deviation_from_group_median=-19.8%,10,high,1,False,medium,appears_normal,Small deviation is within practical market variation,high,"Price 27.30357142857144 vs median 34.03571428571429 (-19.8%), reference group n=10 (high quality)."
listing_01118,88,HYUNDAI,ACCENT,2000,1495.0,MANUAL,PETROL,275000.0,KANDY,2025-02-05,USED,18.5,23.0,21.9,23.95,-19.565217391304348,below_expected_range,below_expected_range; deviation_from_group_median=-19.6%,13,high,1,False,medium,appears_normal,Small deviation is within practical market variation,high,"Price 18.5 vs median 23.0 (-19.6%), reference group n=13 (high quality)."
listing_09199,89,TOYOTA,VITZ,2005,1500.0,AUTOMATIC,PETROL,220000.0,EHELIYAGODA,2025-02-01,USED,38.5,47.625,47.5,48.5,-19.160104986876643,below_expected_range,below_expected_range; deviation_from_group_median=-19.2%,6,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 38.5 vs median 47.625 (-19.2%), reference group n=6 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_01127,90,HYUNDAI,ACCENT,2004,1500.0,MANUAL,PETROL,231000.0,NEGOMBO,2025-02-01,USED,28.75,24.175,21.75,24.5,18.924508790072387,above_expected_range,above_expected_range; deviation_from_group_median=18.9%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 28.75 vs median 24.175 (+18.9%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_06554,91,TATA,INDIGO,2006,1405.0,MANUAL,PETROL,209000.0,ANURADAPURA,2024-12-25,USED,22.0,18.5,17.25,18.5625,18.91891891891892,above_expected_range,above_expected_range; deviation_from_group_median=18.9%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 22.0 vs median 18.5 (+18.9%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_07752,92,TOYOTA,CE110,1997,1234.0,AUTOMATIC,DIESEL,308000.0,BERUWALA,2024-12-10,USED,23.25,28.625,27.69821428571429,30.2625,-18.777292576419217,below_expected_range,below_expected_range; deviation_from_group_median=-18.8%,8,medium,1,False,medium,appears_normal,Small deviation is within practical market variation,medium,"Price 23.25 vs median 28.625 (-18.8%), reference group n=8 (medium quality)."
listing_08006,93,TOYOTA,COROLLA AE100,1993,1300.0,MANUAL,PETROL,352000.0,RAGAMA,2025-01-31,USED,19.5,24.0,23.8125,24.375,-18.75,below_expected_range,below_expected_range; deviation_from_group_median=-18.8%,6,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 19.5 vs median 24.0 (-18.8%), reference group n=6 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_00518,94,HONDA,CIVIC EK3,1998,1500.0,AUTOMATIC,PETROL,297000.0,POLGAHAWELA,2025-01-02,USED,29.9125,36.8,35.0,37.5,-18.71603260869564,below_expected_range,below_expected_range; deviation_from_group_median=-18.7%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 29.9125 vs median 36.8 (-18.7%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_01543,95,MAZDA,DEMIO,2009,1340.0,AUTOMATIC,PETROL,176000.0,NAWALA,2024-12-07,USED,58.75,49.5,48.5,50.25,18.68686868686869,above_expected_range,above_expected_range; deviation_from_group_median=18.7%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 58.75 vs median 49.5 (+18.7%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_08390,96,TOYOTA,KE72,1984,1300.0,MANUAL,PETROL,451000.0,GAMPAHA,2025-02-03,USED,11.5,9.7,9.7,9.7,18.556701030927844,above_expected_range,above_expected_range; deviation_from_group_median=18.6%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 11.5 vs median 9.7 (+18.6%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_08396,97,TOYOTA,KE72,1984,1300.0,MANUAL,PETROL,451000.0,MATALE,2024-12-17,USED,7.9,9.7,9.7,9.7,-18.556701030927822,below_expected_range,below_expected_range; deviation_from_group_median=-18.6%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 7.9 vs median 9.7 (-18.6%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_08028,98,TOYOTA,COROLLA AE110,1997,1500.0,AUTOMATIC,PETROL,308000.0,MONERAGALA,2025-02-05,USED,31.75,38.95,37.425,39.25,-18.485237483953792,below_expected_range,below_expected_range; deviation_from_group_median=-18.5%,5,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 31.75 vs median 38.95 (-18.5%), reference group n=5 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_05715,99,SUZUKI,WAGON R,2017,650.0,AUTOMATIC,PETROL,88000.0,COLOMBO,2025-02-05,USED,71.75,60.64038461538462,60.0,62.975,18.32048964576792,above_expected_range,above_expected_range; deviation_from_group_median=18.3%,46,high,1,False,medium,appears_normal,Small deviation is within practical market variation,high,"Price 71.75 vs median 60.64038461538462 (+18.3%), reference group n=46 (high quality)."
listing_07630,100,TOYOTA,CARINA,1989,1500.0,MANUAL,PETROL,396000.0,POLONNARUWA,2025-01-31,NEW,18.75,15.85,15.55,16.7125,18.296529968454266,above_expected_range,above_expected_range; deviation_from_group_median=18.3%,6,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 18.75 vs median 15.85 (+18.3%), reference group n=6 (medium quality). Trim, accident history, and source-price unit are unavailable."
